slug,candidate,filename,wikimedia_title,author,license,source_url,width,height
15-linden,1,15-linden-candidate-1.jpg,File:Linden Bauxite Company - panoramio - Marco Farouk Basir.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Linden_Bauxite_Company_-_panoramio_-_Marco_Farouk_Basir.jpg,1024,684
15-linden,2,15-linden-candidate-2.jpg,File:Linden bauxite plant.jpg,Jane Peters,CC0,https://commons.wikimedia.org/wiki/File:Linden_bauxite_plant.jpg,1280,960
15-linden,3,15-linden-candidate-3.jpg,File:Linden Power - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Linden_Power_-_panoramio.jpg,1600,1065
15-linden,4,15-linden-candidate-4.jpg,File:Linden Bauxite Company - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Linden_Bauxite_Company_-_panoramio.jpg,1600,1065
15-linden,5,15-linden-candidate-5.jpg,File:WV banner Berbice-Corentyne Road near Linden.jpg,Nick Taylor,CC0,https://commons.wikimedia.org/wiki/File:WV_banner_Berbice-Corentyne_Road_near_Linden.jpg,2100,300
15-linden,6,15-linden-candidate-6.jpg,File:Lethem-Linden minibus.jpg,Pablo75rus,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Lethem-Linden_minibus.jpg,4928,3696
15-linden,7,15-linden-candidate-7.jpg,File:Mabura Road after leaving Linden.jpg,Nick Taylor,Public domain,https://commons.wikimedia.org/wiki/File:Mabura_Road_after_leaving_Linden.jpg,2048,1536
15-linden,8,15-linden-candidate-8.jpg,File:Bauxite Plant - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Bauxite_Plant_-_panoramio.jpg,1600,749
16-berbice,1,16-berbice-candidate-1.png,File:Guyana Region 6 - East Berbice - Corentyne.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_6_-_East_Berbice_-_Corentyne.png,5952,7691
16-berbice,2,16-berbice-candidate-2.png,File:Guyana Region 5 Mahaica-Berbice Map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_5_Mahaica-Berbice_Map.png,6120,7920
16-berbice,3,16-berbice-candidate-3.png,File:Guyana Region 6 East Berbice-Corentyne Map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_6_East_Berbice-Corentyne_Map.png,6120,7920
16-berbice,4,16-berbice-candidate-4.png,File:Guyana Region 10 Upper Demerara-Berbice Map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_10_Upper_Demerara-Berbice_Map.png,6120,7920
16-berbice,5,16-berbice-candidate-5.png,File:Guyana Region 5 - Mahaica-Berbice.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_5_-_Mahaica-Berbice.png,5952,7691
16-berbice,7,16-berbice-candidate-7.png,File:Guyana - Region 5 Mahaica-Berbice Map Neutral.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_-_Region_5_Mahaica-Berbice_Map_Neutral.png,6120,7920
16-berbice,8,16-berbice-candidate-8.png,File:Guyana Region 10 - Upper Demerara-Upper Berbice.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_10_-_Upper_Demerara-Upper_Berbice.png,5952,7691
17-berbice-bridge,1,17-berbice-bridge-candidate-1.jpg,File:Pilings for the Berbice River bridge.jpg,Ian Mackenzie,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Pilings_for_the_Berbice_River_bridge.jpg,3456,2304
17-berbice-bridge,2,17-berbice-bridge-candidate-2.jpg,File:Construction on the Berbice river bridge.jpg,madmack66,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Construction_on_the_Berbice_river_bridge.jpg,3456,2304
18-essequibo,1,18-essequibo-candidate-1.jpg,File:Essequibo River.jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Essequibo_River.jpg,5005,2477
18-essequibo,2,18-essequibo-candidate-2.jpg,File:Essequibo River - Bartica; Guyana (23571825811).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Essequibo_River_-_Bartica,_Guyana_(23571825811).jpg,4912,3264
18-essequibo,3,18-essequibo-candidate-3.png,File:Essequibo rivermap.png,Kmusser,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Essequibo_rivermap.png,1000,1000
18-essequibo,5,18-essequibo-candidate-5.jpg,File:Map 1818 spanish guaiana dutch Guiana Essequibo River.jpg,John Pinkerton,CC0,https://commons.wikimedia.org/wiki/File:Map_1818_spanish_guaiana_dutch_Guiana_Essequibo_River.jpg,1048,592
18-essequibo,6,18-essequibo-candidate-6.jpg,File:Pontoon Crossing at Mango Landing Essequibo River.jpg,Nick Taylor,Public domain,https://commons.wikimedia.org/wiki/File:Pontoon_Crossing_at_Mango_Landing_Essequibo_River.jpg,2048,1536
18-essequibo,7,18-essequibo-candidate-7.png,File:Guyana Region 3 Essequibo Islands-West Demerara Map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_3_Essequibo_Islands-West_Demerara_Map.png,6120,7920
18-essequibo,8,18-essequibo-candidate-8.png,File:Guyana Region 9 Upper Takutu- Upper Essequibo Map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_9_Upper_Takutu-_Upper_Essequibo_Map.png,6120,7920
20-stabroek-wide,1,20-stabroek-wide-candidate-1.jpg,File:Reformed Church and Stabroek Market - Georgetown (22850460464).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Reformed_Church_and_Stabroek_Market_-_Georgetown_(22850460464).jpg,6000,4000
20-stabroek-wide,2,20-stabroek-wide-candidate-2.jpg,File:British Guiana 1934 12c stamp Stabroek Market Georgetown.jpg,British Government,Public domain,https://commons.wikimedia.org/wiki/File:British_Guiana_1934_12c_stamp_Stabroek_Market_Georgetown.jpg,1614,1341
20-stabroek-wide,3,20-stabroek-wide-candidate-3.jpg,File:Stabroek Market Georgetown Guyana.jpg,John Cray,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Stabroek_Market_Georgetown_Guyana.jpg,4000,3000
20-stabroek-wide,4,20-stabroek-wide-candidate-4.jpg,File:Stabroek Market; Georgetown.jpg,User:Loriski,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Stabroek_Market,_Georgetown.jpg,3648,2736
20-stabroek-wide,5,20-stabroek-wide-candidate-5.jpg,File:Stabroek.JPG,(WT-shared) Roundtheworld 15:21; 16 November 2010 (EST),CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Stabroek.JPG,2592,1751
20-stabroek-wide,7,20-stabroek-wide-candidate-7.jpg,File:Georgetown Market.jpg,David Stanley,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Georgetown_Market.jpg,1024,768
20-stabroek-wide,8,20-stabroek-wide-candidate-8.jpg,File:Stabroek Market.jpg,Kevin Gabbert - User: (WT-shared) Kevin James at wts wikivoyage,Public domain,https://commons.wikimedia.org/wiki/File:Stabroek_Market.jpg,1150,761
21-demerara-bridge-span,1,21-demerara-bridge-span-candidate-1.jpg,File:20191122 Guyana 0171 Georgetown sRGB (49295935467).jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:20191122_Guyana_0171_Georgetown_sRGB_(49295935467).jpg,4772,3181
22-georgetown-city,2,22-georgetown-city-candidate-2.png,File:Georgetown; Guyana (Copernicus 2025-06-19).png,European Union; Copernicus Sentinel-2 imagery,Attribution,https://commons.wikimedia.org/wiki/File:Georgetown,_Guyana_(Copernicus_2025-06-19).png,4960,3507
22-georgetown-city,3,22-georgetown-city-candidate-3.jpg,File:Georgetown City Hall (13592627004).jpg,David Stanley from Nanaimo; Canada,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Georgetown_City_Hall_(13592627004).jpg,1024,768
22-georgetown-city,4,22-georgetown-city-candidate-4.jpg,File:City Hall - Georgetown; Guyana (22872153024).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:City_Hall_-_Georgetown,_Guyana_(22872153024).jpg,6000,4000
22-georgetown-city,5,22-georgetown-city-candidate-5.png,File:Georgetown - Guyana.png,LLs,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Georgetown_-_Guyana.png,2928,4456
22-georgetown-city,6,22-georgetown-city-candidate-6.jpg,File:Georgetown City Hall - Guyana.jpg,Andrew Moore,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Georgetown_City_Hall_-_Guyana.jpg,3126,4929
22-georgetown-city,7,22-georgetown-city-candidate-7.jpg,File:City Engineering Building - Georgetown; Guyana (23500711215).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:City_Engineering_Building_-_Georgetown,_Guyana_(23500711215).jpg,5310,3540
22-georgetown-city,8,22-georgetown-city-candidate-8.jpg,File:Georgetown City Hall (23478853105).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Georgetown_City_Hall_(23478853105).jpg,5329,3544
23-rupununi,1,23-rupununi-candidate-1.jpg,File:Rupununi Savannah.jpg,Treez44est,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Rupununi_Savannah.jpg,1024,683
24-shell-beach,1,24-shell-beach-candidate-1.jpg,File:Coconut Trees on the Shell Beach - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Coconut_Trees_on_the_Shell_Beach_-_panoramio.jpg,1600,1063
24-shell-beach,2,24-shell-beach-candidate-2.jpg,File:Shell Beach - panoramio (5).jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Shell_Beach_-_panoramio_(5).jpg,1600,1063
24-shell-beach,3,24-shell-beach-candidate-3.jpg,File:A speed boat on the Shell Beach - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:A_speed_boat_on_the_Shell_Beach_-_panoramio.jpg,1600,1063
24-shell-beach,4,24-shell-beach-candidate-4.jpg,File:Shell Beach - panoramio (2).jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Shell_Beach_-_panoramio_(2).jpg,1600,1063
24-shell-beach,5,24-shell-beach-candidate-5.jpg,File:Shell Beach - panoramio (3).jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Shell_Beach_-_panoramio_(3).jpg,1600,1063
24-shell-beach,6,24-shell-beach-candidate-6.jpg,File:A Coconut on the Shell Beach - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:A_Coconut_on_the_Shell_Beach_-_panoramio.jpg,1600,1063
24-shell-beach,7,24-shell-beach-candidate-7.jpg,File:A Coconut plant on the Beach - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:A_Coconut_plant_on_the_Beach_-_panoramio.jpg,1600,1063
24-shell-beach,8,24-shell-beach-candidate-8.jpg,File:Coconut Trees washed out due to erosion - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Coconut_Trees_washed_out_due_to_erosion_-_panoramio.jpg,1600,1063
25-iwokrama,1,25-iwokrama-candidate-1.jpg,File:Iwokrama Rainforest; Guyana (12179030613).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12179030613).jpg,2887,3844
25-iwokrama,2,25-iwokrama-candidate-2.jpg,File:Iwokrama Rainforest; Guyana (12178653855).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12178653855).jpg,1386,1040
25-iwokrama,3,25-iwokrama-candidate-3.jpg,File:Iwokrama Rainforest; Guyana (12178909973).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12178909973).jpg,1455,1092
25-iwokrama,4,25-iwokrama-candidate-4.jpg,File:Iwokrama Rainforest; Guyana (12179354776).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12179354776).jpg,2348,1763
25-iwokrama,5,25-iwokrama-candidate-5.jpg,File:Iwokrama Rainforest; Guyana (12179079913).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12179079913).jpg,4532,3403
25-iwokrama,6,25-iwokrama-candidate-6.jpg,File:Iwokrama Rainforest; Guyana (12179378186).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12179378186).jpg,4592,3448
25-iwokrama,7,25-iwokrama-candidate-7.jpg,File:Iwokrama Rainforest; Guyana (12179003713).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12179003713).jpg,4552,3418
25-iwokrama,8,25-iwokrama-candidate-8.jpg,File:Iwokrama Rainforest; Guyana (12179437766).jpg,M M from Switzerland,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Iwokrama_Rainforest,_Guyana_(12179437766).jpg,4592,3448
07-bandstand,1,07-bandstand-candidate-1.jpg,File:Guyana Botanical Gardens - Georgetown (23625575976).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Guyana_Botanical_Gardens_-_Georgetown_(23625575976).jpg,5472,3648
07-bandstand,3,07-bandstand-candidate-3.jpg,File:Promenade Gardens (13904187053).jpg,David Stanley from Nanaimo; Canada,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Promenade_Gardens_(13904187053).jpg,1024,768
07-bandstand,4,07-bandstand-candidate-4.jpg,File:Water fountain in Promenade Gardens Guyana 1.jpg,John Cray,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Water_fountain_in_Promenade_Gardens_Guyana_1.jpg,3000,4000
07-bandstand,5,07-bandstand-candidate-5.jpg,File:Water fountain in Promenade Gardens Guyana.jpg,John Cray,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Water_fountain_in_Promenade_Gardens_Guyana.jpg,3000,4000
07-bandstand,6,07-bandstand-candidate-6.jpg,File:Promenade Gardens; St Annes-on-Sea-geograph-1677473-by-Terry-Robinson.jpg,Terry Robinson,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Promenade_Gardens,_St_Annes-on-Sea-geograph-1677473-by-Terry-Robinson.jpg,1932,2576
07-bandstand,11,07-bandstand-candidate-11.jpg,File:Guyana Botanical Gardens - Georgetown (23025113954).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Guyana_Botanical_Gardens_-_Georgetown_(23025113954).jpg,2699,4049
07-bandstand,12,07-bandstand-candidate-12.jpg,File:Guyana Botanical Gardens - Georgetown (23023494554).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Guyana_Botanical_Gardens_-_Georgetown_(23023494554).jpg,5472,3648
08-pegasus,9,08-pegasus-candidate-9.jpg,File:Exercise TRADEWINDS 23 230719-D-FK338-1270.jpg,Alexandra Proulx,Public domain,https://commons.wikimedia.org/wiki/File:Exercise_TRADEWINDS_23_230719-D-FK338-1270.jpg,6755,4503
10-cuffy,1,10-cuffy-candidate-1.jpg,File:1763 Monument.jpg,Spiralwidget,CC0,https://commons.wikimedia.org/wiki/File:1763_Monument.jpg,3472,4624
13-kitty-area,9,13-kitty-area-candidate-9.jpg,File:Historic Georgetown; Colorado.jpg,Tony Webster,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Historic_Georgetown,_Colorado.jpg,7885,5259
16-berbice-photo,1,16-berbice-photo-candidate-1.jpg,File:Street in central New Amsterdam; Guyana.jpg,Ian Mackenzie,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Street_in_central_New_Amsterdam,_Guyana.jpg,3456,2304
16-berbice-photo,2,16-berbice-photo-candidate-2.png,File:New Amsterdam; Guyana banner.png,Ian Mackenzie,CC BY 2.0,https://commons.wikimedia.org/wiki/File:New_Amsterdam,_Guyana_banner.png,2100,300
16-berbice-photo,3,16-berbice-photo-candidate-3.jpg,File:New Amsterdam Guyana houses.jpg,Ian Mackenzie,CC BY 2.0,https://commons.wikimedia.org/wiki/File:New_Amsterdam_Guyana_houses.jpg,3456,2304
16-berbice-photo,5,16-berbice-photo-candidate-5.jpg,File:Canje River; Guyana.jpg,User:Loriski,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Canje_River,_Guyana.jpg,3648,2736
16-berbice-photo,7,16-berbice-photo-candidate-7.jpg,File:AMH-6911-KB Map of a new fort near Nieuw Amsterdam; Berbice.jpg,Jakob van der Schley,Public domain,https://commons.wikimedia.org/wiki/File:AMH-6911-KB_Map_of_a_new_fort_near_Nieuw_Amsterdam,_Berbice.jpg,2400,1674
16-berbice-photo,9,16-berbice-photo-candidate-9.png,File:Guyana Region 6 East Berbice-Corentyne Map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_6_East_Berbice-Corentyne_Map.png,6120,7920
16-berbice-photo,10,16-berbice-photo-candidate-10.png,File:Guyana Region 6 - East Berbice - Corentyne.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_6_-_East_Berbice_-_Corentyne.png,5952,7691
16-berbice-photo,11,16-berbice-photo-candidate-11.png,File:Guyana - Region 6 East Berbice-Corentyne Map Neutral.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_-_Region_6_East_Berbice-Corentyne_Map_Neutral.png,6120,7920
19-offshore-oil,1,19-offshore-oil-candidate-1.png,File:Stabroek and Block 58 in Suriname-Guyana Basin Offshore map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Stabroek_and_Block_58_in_Suriname-Guyana_Basin_Offshore_map.png,7920,6120
19-offshore-oil,2,19-offshore-oil-candidate-2.png,File:Venezuela Guyana dispute with Stabroek Block.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Venezuela_Guyana_dispute_with_Stabroek_Block.png,7920,6120
19-offshore-oil,3,19-offshore-oil-candidate-3.jpg,File:USS Normandy sails Stabroek Block off coast of Guyana (8943050).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Stabroek_Block_off_coast_of_Guyana_(8943050).jpg,6416,3609
19-offshore-oil,4,19-offshore-oil-candidate-4.png,File:Guyana's offshore mineral exploration blocks; producing vessels; and proposed projects in the Stabroek block (May 2024) (53736542101).png,U.S. Energy Information Administration,Public domain,https://commons.wikimedia.org/wiki/File:Guyana's_offshore_mineral_exploration_blocks,_producing_vessels,_and_proposed_projects_in_the_Stabroek_block_(May_2024)_(53736542101).png,950,882
19-offshore-oil,5,19-offshore-oil-candidate-5.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943055).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943055).jpg,6104,3434
19-offshore-oil,6,19-offshore-oil-candidate-6.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943052).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943052).jpg,6272,3968
19-offshore-oil,7,19-offshore-oil-candidate-7.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943051).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943051).jpg,6269,3526
19-offshore-oil,8,19-offshore-oil-candidate-8.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943053).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943053).jpg,5882,3849
26-state-house,1,26-state-house-candidate-1.jpg,File:Georgetown (23543047122).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Georgetown_(23543047122).jpg,5472,3648
26-state-house,3,26-state-house-candidate-3.jpg,File:State House (13900852764).jpg,David Stanley from Nanaimo; Canada,CC BY 2.0,https://commons.wikimedia.org/wiki/File:State_House_(13900852764).jpg,1024,768
26-state-house,4,26-state-house-candidate-4.jpg,File:Kit Nascimento on 13 December 2024.jpg,Spiralwidget,CC0,https://commons.wikimedia.org/wiki/File:Kit_Nascimento_on_13_December_2024.jpg,1280,960
26-state-house,7,26-state-house-candidate-7.jpg,File:LAMAT 2026 advances regional security; health care capacity in Guyana (9590926).jpg,U.S. Air Force photo by [null Courtesy],Public domain,https://commons.wikimedia.org/wiki/File:LAMAT_2026_advances_regional_security,_health_care_capacity_in_Guyana_(9590926).jpg,5486,3657
26-state-house,8,26-state-house-candidate-8.jpg,File:LAMAT 2026 advances regional security; health care capacity in Guyana (9590920).jpg,U.S. Air Force photo by Staff Sgt. Abbey Rieves,Public domain,https://commons.wikimedia.org/wiki/File:LAMAT_2026_advances_regional_security,_health_care_capacity_in_Guyana_(9590920).jpg,3936,2624
26-state-house,9,26-state-house-candidate-9.jpg,File:Obama at Georgetown University talk on poverty.jpg,Official White House Photo by Pete Souza,Public domain,https://commons.wikimedia.org/wiki/File:Obama_at_Georgetown_University_talk_on_poverty.jpg,2800,1867
26-state-house,12,26-state-house-candidate-12.jpg,File:Georgetown celebrated sesquicentennial convocation. Washington; D.C.; June 5. The Rev. Edmund Walsh; President of Georgetown University addressing the delegates to Georgetown University's LCCN2016875751.jpg,Harris &amp; Ewing; photographer,Public domain,https://commons.wikimedia.org/wiki/File:Georgetown_celebrated_sesquicentennial_convocation._Washington,_D.C.,_June_5._The_Rev._Edmund_Walsh,_President_of_Georgetown_University_addressing_the_delegates_to_Georgetown_University's_LCCN2016875751.jpg,10038,7960
27-walter-roth,1,27-walter-roth-candidate-1.jpg,File:Walter Roth Museum of Anthropology (13695446384).jpg,David Stanley from Nanaimo; Canada,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Walter_Roth_Museum_of_Anthropology_(13695446384).jpg,1024,768
27-walter-roth,5,27-walter-roth-candidate-5.jpg,File:Two men Demerara.jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Two_men_Demerara.jpg,803,1200
27-walter-roth,6,27-walter-roth-candidate-6.jpg,File:Sitting woman Demerara (1).jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Sitting_woman_Demerara_(1).jpg,803,1200
27-walter-roth,7,27-walter-roth-candidate-7.jpg,File:Sitting woman Demerara (2).jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Sitting_woman_Demerara_(2).jpg,803,1200
27-walter-roth,8,27-walter-roth-candidate-8.jpg,File:Standing woman Demerara.jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Standing_woman_Demerara.jpg,803,1200
28-cricket-providence,1,28-cricket-providence-candidate-1.jpg,File:Providence Stadium outside.jpg,No machine-readable author provided. FrWaters assumed (based on copyright claims,CC BY 2.5,https://commons.wikimedia.org/wiki/File:Providence_Stadium_outside.jpg,931,516
28-cricket-providence,2,28-cricket-providence-candidate-2.jpg,File:Guyana National Stadium from Air - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Guyana_National_Stadium_from_Air_-_panoramio.jpg,1600,1200
28-cricket-providence,4,28-cricket-providence-candidate-4.jpg,File:One Day Cricket - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:One_Day_Cricket_-_panoramio.jpg,1600,915
